company_name,linkedin_url,description,fleet_size
Swiftair Hellas,https://linkedin.com/company/swiftairsa,"Swiftair is one of the leading charter companies in air freight and passenger operations, whose business is focused on its corporate clients and tour operators ...",3
Swiss,https://linkedin.com/company/swiss-international-air-lines,"Swiss International Air Lines (SWISS) is Switzerland's national airline, serving over 100 destinations in 43 countries from Zurich and Geneva.",94
Swiss Helicopter,https://linkedin.com/company/swiss-helicopter-engineering-ag,"Specialties: Mechanical engineering and Design, Prototyping, Product industrialization, Ground Support Equipment Development, Special Tools development, ...",31
Swiss Private Jet,https://linkedin.com/company/swiss-private-jet-sa/,"As a private jet operator, Swiss Private Jet offers its clients luxury flying solutions to and from anywhere in the world.",3
Switzerland - Air Force,https://linkedin.com/company/swiss-air-force,Website: http://www.lw.admin.ch/internet/luftwaffe/en/home.html. External link for Swiss Air Force. Industry: Armed Forces. Company size: 201-500 employees ...,1
SXM Airways,https://linkedin.com/company/trans-anguilla-airways,Trans Anguilla Airways is an aviation & aerospace company based out of Anguilla. The company is Anguillian owned and supported by personnel whose ...,4
Sybajet San Marino,https://linkedin.com/company/sybajet-san-marino-srl,Sybajet San Marino SRL is an aircraft operator and holder of San Marino Aircraft Operating Certificate SM040. www.sybajet.com,2
Sylt Air,https://linkedin.com/company/sylt-air-gmbh,Sylt Air GmbH | 780 followers on LinkedIn. Flughafen Terminal 2 Zum Fliegerhorst 101 25980 Sylt / Tinnum Deutschland / Germany Tel: +49 (0) 4651-7877 Fax: ...,9
Syrian Air,https://linkedin.com/company/syrian-arab-airlines,Syrian Arab Airlines · Airlines and Aviation · About us · Locations · Employees at Syrian Arab Airlines · Similar pages · Browse jobs · Sign in to see who you ...,16
T'way Air,https://linkedin.com/company/twayair/,"It is the third largest Korean low-cost carrier in the international market, carried 2.9 million domestic passengers and 4.2 million international passengers.",43
TAAG Angola Airlines,https://linkedin.com/company/angolaairlines/,"Website: https://www.taag.com. External link for TAAG-Linhas Aereas de Angola ; Industry: Airlines and Aviation ; Company size: 10,001+ employees ; Headquarters ...",22
TAB Cargo,https://linkedin.com/company/tab-rail-road/,"TAB Rail Road est une entreprise familiale de transport de marchandises créée il y a près de 70 ans par le père de Jean-Claude Brunier, l'actuel PDG du ...",1
Taban Airlines,https://linkedin.com/company/taban-airlines,"Taban Air is an airline headquartered in Tehran, Iran, with its main operational base in Mashhad. It operates international, domestic routes as a scheduled ...",5
TAE Avia,https://linkedin.com/company/five-rings-aerospace-pty-ltd,"Five Rings Aerospace is a wholly Australian-owned company providing specialist aircraft design, certification and manufacturing services to its customers ...",3
Taespejo Portugal,,,2
TagAirlines,https://linkedin.com/company/tag-airlines,"TAG Airlines is a company of 100% Guatemalan origin with more than 50 years of experience as a passenger and cargo airline, with a fleet of 18 aircraft, ...",4
Tailwind Airlines,https://linkedin.com/company/tailwind-airlines,"Tailwind Airlines is a joint Turkish British partnership. It was established to create an efficient, up to date airline to support the continuing air travel ...",5
Talon Air,https://linkedin.com/company/talon-air-inc.,"Talon Air is a full-service private jet charter company that specialises in aircraft charter, aircraft maintenance, aircraft management and aircraft sales and ...",9
Tanana Air Service,https://linkedin.com/company/tananachiefs,"Tanana Chiefs Conference provides a unified voice in advancing sovereign tribal governments through the promotion of physical and mental wellness, education, ...",1
TAP Air Portugal,https://linkedin.com/company/tap-air-portugal,"TAP is Portugal's leading airline and is a member of Star Alliance since 2005. Flying since 1945, TAP Air Portugal has its hub in Lisbon.",100
TAR Aerolineas,https://linkedin.com/company/tarmx,"Transportes Aéreos Regionales (TAR Aerolíneas) es el nombre comercial de Link Conexión Aérea, S.A. de C.V. TAR Aerolíneas recibió en enero de 2013 su ...",5
TAR Mexico,https://linkedin.com/company/tarmx,Somos una aerolínea regional 100% mexicana altamente comprometida con la satisfacción total de nuestros pasajeros. Nuestra fuerza está en nuestro talento humano ...,0
Tarco Air,https://linkedin.com/company/tamcosudan,"An approved Maintenance Organization specialized in the maintenance of Boeing 737CL & Fokker-50 aircraft. Besides, specialized services such as wheels build-up.",11
Tarom,https://linkedin.com/company/tarom,"TAROM Romanian Air Transport was established in 1954 and developed together with the Romanian aviation. TAROM is member of SkyTeam Alliance as of June 25th, ...",14
Tarp Aviation,https://linkedin.com/company/artarpaulinsinc,"Custom manufacturer and installer of technical, industrial, and architectural fabric assemblies and structures for the aerospace, transportation, and ...",6
Tashkent Air,https://linkedin.com/company/uzairways-live,"Uzbekistan Airways is the national airline of the Republic of Uzbekistan, founded in 1992. The airline operates regular flights to more than 60 destinations.",1
Tassili Airlines,https://linkedin.com/company/tassili-airlines/,Browse jobs · Talent Acquisition Specialist jobs · Flight Instructor jobs · Embedded Engineer jobs · Pilot jobs · Civil Engineer jobs · Graduate jobs.,23
TatraJet,https://linkedin.com/company/tatra-jet,"Site web: http://www.tatrajet.sk. Lien externe pour Tatra JET ; Secteur: Transport aérien ; Taille de l'entreprise: 11-50 employés ; Siège social: Bratislava, ...",1
Tbilisi Airways,https://linkedin.com/company/airzena-georgian-airways,"Airzena Georgian Airways provides passenger and cargo transportation services to Europe, Asia and CIS countries. The company is Georgia's largest international ...",1
Team Global Express,https://linkedin.com/company/teamglobalexpress,"Team Global Express builds unique, innovative and tailored solutions across road, rail, air and sea; providing transport, logistics, and business solutions to ...",7
Terra Avia,https://linkedin.com/company/terra-avia,"Air Company “TERRA AVIA” LTD is a certified Operator headquartered in Chisinau, the capital of the Republic of Moldova, providing charter passenger flights ...",8
Texel Air,https://linkedin.com/company/texelair,Formed in 2013 we are a Bahrain registered airline dedicated to providing ACMI charter & CMI operations to a wide range of customers with diverse consignment ...,4
Tez Jet Airlines,https://linkedin.com/company/flytezjet,"TezJet is a scheduled airline, based in the capital city Bishkek, Kyrgyz Republic. Founded in 2013, the airline commenced operations in August 2014.",3
Thai Airways,https://linkedin.com/company/thai-airways-international,A high quality full service carrier with strong Thai brand connecting Thailand to the world and generating consistently healthy profit margin.,85
Thai Lion Air,https://linkedin.com/company/thai-lion-air,เราไม่ใช่แค่เพียงสายการบินต้นทุนต่ำ แต่ยังเป็นสายการบินที่พร้อมจะบริการท่านอย่างดีเลิศ ดังคำขวัญที่ว่า “Freedom to fly” เราจะทำให้ทุกท่านรู้สึกได้ถึงความสะดวกสบาย ผ่อนคลายในการเดินทางไปกับเรา ...,29
Thalair,https://linkedin.com/company/airlec-ambulance,"AIRLEC is a French business aviation company - amongst the European oldest -, specialized in Air Ambulance services. AIRLEC own and operate 3 Merlin IIIB ...",3
The King's Helicopter Flight,https://linkedin.com/company/flyt-aviation,"FLYT was created to start a revolution in personal flight. The founders, Andy King and James Palmer, recognised that helicopter travel ...",2
The Little Jet Company,https://linkedin.com/company/thelittlejetcompany,"The Little Jet Company provides a wide range of aviation services incorporating luxurious privately owned executive jets for charter, helicopter charter, ...",5
Thrive,https://linkedin.com/company/thrivenextgen,"Thrive delivers global technology outsourcing for cybersecurity, Cloud, networking, and other complex IT requirements. Thrive's NextGen platform enables ...",17
Thrust Flight,https://linkedin.com/company/thrust-flight,Elevate your aviation aspirations with Thrust Flight - where our mission is to train the best pilots in the nation. Whether you've harbored dreams of ...,41
Thunder Airlines,https://linkedin.com/company/thunderairlines,"Thunder Airlines proudly operates Daily Scheduled Flights, Charters, and Cargo flights serving the Thunder Bay, Timmins, James Bay, and Northern Ontario.",13
Tianjin Air Cargo,https://linkedin.com/company/tianjin-airlines/,"As an aviation enterprise co-established by Tianjin government and HNA Group, Tianjin Airlines owns a young and deluxe fleet mainly consisted by A320, E190 and ...",5
Tianjin Airlines,https://linkedin.com/company/tianjin-airlines/,"Tianjin Airlines Company Limited (hereinafter referred to as Tianjin Airlines) is based in Tianjin, the economic center of Bohai Rim.",91
Tibet Airlines,https://linkedin.com/company/china-aviation-navigation-data,One of the most exciting things at the start of 2025 is that Tibet Airlines has chosen NavChina's flight-planning system. This enables Tibet Airlines to ...,47
Tigerair Taiwan,https://linkedin.com/company/tigerair-taiwan,Tigerair Taiwan is the first and only Taiwan-based low-cost carrier (LCC) based at Taiwan Taoyuan International Airport. It was formed as a joint venture ...,17
Time Air,https://linkedin.com/company/time-air,"We bring a new level of comfort to your travels – saving you time, simplifying technical processes, and ensuring smooth communication.",9
Titan Airways,https://linkedin.com/company/titan-airways,"Titan Airways is a leading European charter airline providing the highest standards of safety, service, and reliability.",7
Toki Air,https://linkedin.com/company/tokiair/mycompany/,"TOKI Air | 2531 followers on LinkedIn. Startup airline, aiming to improve the Japanese aerospace industry through innovation! | Startup airline, aiming to ...",13
Toos Airlines,https://linkedin.com/company/pktholding,شرکت خدمات مسافرت هوایی، زیارتی و بارهوایی پیام کیهان توس با بیش از 20 سال تجربه موفق و با کادری مجرب در تلاش است ضمن تکریم مشتریان و توجه خاص به ...,5
TopFlight Aero-Services,https://linkedin.com/company/newgenaerospace,"Top-flight service and spares stocking help keep your operations airborne. NewGenAerospace is an accredited (FAA AC 00-56B and ASA-100), full service ...",2
Total Express,https://linkedin.com/company/total-express-canada,Total Express is a Canadian international logistics company committed to growing and innovating to exceed our customers' expectations.,1
Total Linhas Aereas,https://linkedin.com/company/total-linhas-a-reas,"Construímos uma trajetória sólida, conectando pessoas, cargas e oportunidades com segurança, excelência operacional e respeito. Mais do que uma empresa aérea, a ...",8
Toyo Aviation,https://linkedin.com/company/toyo-aviation/,"TOYO AVIATION is renowned within the industry for the best of breed safety standards, for its superior quality services, for its highly trained professionals.",4
Trade Air,https://linkedin.com/company/trade-air,"Trade Air has specialized in performing passenger charters (ad-hoc charter flights, chains of charter flights, and wet lease of its aircraft)",5
Tradewind Aviation,https://linkedin.com/company/tradewind-aviation,"Tradewind is the market leader in regional air mobility, servicing luxury destinations including St Barths, The British Virgin Islands, Anguilla, the Bahamas, ...",35
Trans Air Congo,https://linkedin.com/company/netrac-sarl,"NETRAC SARL · Transporte, logística, cadena de suministro y almacenamiento · Sobre nosotros · Ubicaciones · Empleados en NETRAC SARL · Actualizaciones · Únete para ...",4
Trans Guyana Airways,https://linkedin.com/company/trans-guyana,"Trans Guyana Airways (TGA) has grown into Guyana's premier and most dynamic domestic commercial airline, delivering a 57 year legacy of aviation experience and ...",13
Trans Island Airways,https://linkedin.com/company/trans-island-airways,Trans Island Airways is the leader in Bahamian Air Travel certified by the CAA and FAA. We offer a complete suite of travel solutions designed with our ...,2
Trans Maldivian Airways,https://linkedin.com/company/trans-maldivian-airways-pvt-ltd-,"Trans Maldivian Airways is your gateway to the stunning Maldives. With an astonishing fleet of 65 DHC-6 Twin Otters, TMA proudly facilitates the journeys of ...",61
Transair,https://linkedin.com/company/trans-air-manufacturing,"Trans/Air Manufacturing Corporation is an ISO 9001 registered firm, manufacturing a full line of climate control systems for the school, commercial and ...",6
Transavia,https://linkedin.com/company/transavia/,"For 50 years, we have been proudly flying our passengers to more than 160 destinations primarily in Europe and countries in the Mediterranean region. From ...",142
Transaviabaltika,,,2
Transcarga International Airways,https://linkedin.com/company/transcarga-intl-airways,Transcarga Intl Airways is a non-scheduled cargo carrier from Venezuela with 23+ years of performing air cargo operations in Latin America and the United ...,1
TransNusa,https://linkedin.com/company/transnusa,"PT TransNusa Aviation Mandiri (TransNusa) is Indonesia's fastest-growing airline, recently expanding into international routes.",10
Transporte Aereo de Colombia,https://linkedin.com/company/transporte-aereo-de-colombia,Empresa de transporte Aereo de carga y pasajeros en la modalidad de aerolinea regional y charter. Website: http://www.taccolombia.com.,1
Transportes Aéreos Pegaso,https://linkedin.com/company/transportes-a%C3%A9reos-pegaso/,"En Pegaso, no solo volamos: conectamos sectores estratégicos, impulsamos soluciones aéreas de alto impacto y construimos confianza con cada misión cumplida.",19
Transwing,https://linkedin.com/company/pterodynamics,"The Transwing is ideal for automating time-sensitive delivery of critical high-value payloads to-hard-to-reach locations, including maritime logistics support, ...",1
Travel Management Company,https://linkedin.com/company/travel-management-co.,"TMC is a privately owned and operated full service 135 Charter operation dedicated to providing our customers with superior safety, exceptional customer ...",2
Travira Air,https://linkedin.com/company/travira-air,"A world-class air charter service operator headquartered in Jakarta, Indonesia. A boutique, highly-focused and professional company.",14
Trident Aircraft,https://linkedin.com/company/trident-aircraft-company,"Trident Aircraft is an aircraft management, charter, and maintenance company headquartered in Easton, MD with locations throughout the East Coast.",8
Trigana Air,https://linkedin.com/company/trigana-air-service,Browse jobs · Travel Specialist jobs · Engineer jobs · Associate jobs · Aircraft Maintenance Engineer jobs · Director jobs · Aircraft Mechanic jobs · Mechanical ...,9
Tropic Air,https://linkedin.com/company/tropic-air,"Since our inaugural flight over 40 years ago, Tropic Air has been a leader in the introduction of modern aircraft technology in the domestic market in Belize.",17
Tropic Ocean Airways,https://linkedin.com/company/tropic-ocean-airways,"Founded and Operated by a US NAVY Fighter Pilot, Tropic Ocean Airways offers private charter, scheduled flights and yacht transfers throughout Florida, The ...",1
TUI fly,https://linkedin.com/company/tuigroup,"We are one of the world's leading tourism groups counting 1200 travel agencies and online portals, five airlines with around 130 aircraft, over 400 hotels, 16 ...",126
Tulpar Air,https://linkedin.com/company/tulparlojistik,"As TULPAR LOGISTICS, it offers logistics solutions to national and international companies with its experience in international logistics and its ...",8
Tulpar Aircompany,,,10
Tunisair,https://linkedin.com/company/tunisair-handling,These services focus on three activities: - Passenger handling. - Aircraft handling. - Baggage and freight handling The human and material resources used are ...,21
Tunisia - Air Force,https://linkedin.com/company/tunisian-air-force-taf,The Tunisian Air Force is one of the branches of the Tunisian army. It was founded in 1959 by Lieutenant Colonel Mohamed Habib Essoussi.,8
Turkey - Air Force,https://linkedin.com/company/turk-air-force/,The Air Force Command was established with the purpose of preventing threats likely to be received via air against Turkish country and Turkish Nation.,36
Turkish Airlines,https://linkedin.com/company/turkish-airlines/,"Turkish Airlines has soared to new heights since its first flight in 1933, becoming the airline that connects more countries than any other.",383
Turkmenistan - Government,https://linkedin.com/company/eu4turkmenistan,"⠀⠀⠀⠀⠀ Works towards increasing the visibility, awareness and understanding of the EU and its policies in Turkmenistan and Central Asia. ⠀⠀⠀⠀⠀ Carries ...",4
Turkmenistan Airlines,https://linkedin.com/company/turkmenistan-airlines,Transport aérien · À propos · Employés chez Turkmenistan Airlines · Pages similaires · Identifiez-vous pour voir qui vous connaissez déjà chez Turkmenistan Airlines.,19
Turpial Airlines,https://linkedin.com/company/turpialairlines,"Venezuelan flag air certified airline, located on Arturo Michelena International Airport from Valencia, Venezuela. Website: https://turpialairlines.com/.",3
Tus Air,https://linkedin.com/company/tus-airways,"Founded in 2015, TUS Airways is an airline based in Larnaca, Cyprus. At present, we operate scheduled and charter services between destinations in Cyprus, ...",3
Twin Jet,https://linkedin.com/company/twinjet-aviation,Twinjet Aviation is the only company in the UK currently exclusively operating VIP and Executive jets under the CAA's Type A licence.,13
Tyrol Air Ambulance,https://linkedin.com/company/tyrol-air-ambulance,"Tyrol Air Ambulance (TAA) is a worldwide provider of air ambulance services operating from the hearts of the Alps. Our headquarters are based in Innsbruck, ...",5
Tyrolean Jet Services,https://linkedin.com/company/tyrolean-jets-and-service,"TJS is a private jet service provider with more than 40 years of experience in high-class private flights. Based in Tyrol, we fly premium clients safely to ...",5
Uganda Airlines,https://linkedin.com/company/ugandairlines,Uganda Airlines is Uganda's flagship national passenger and cargo carrier that started in 2019. Uganda Airlines provide scheduled air transportation services ...,7
Ukraine - State Air Traffic Service,https://linkedin.com/company/ukrainian-state-air-traffic-service-enterprise,"Ukrainian State Air Traffic Service Enterprise is an Internet company located in Boryspil&apos;, Kyivs&apos;ka oblast, Ukraine. Website: http://www.uksatse ...",2
Ukraine Air Alliance,https://linkedin.com/company/nato-act,"In concert with Allied Command Operations, we enhance NATO's operational capability with an ability to further develop and improve our military capacity through ...",3
Ukraine International Airlines,https://linkedin.com/company/ukraine-international-airlines,"Авіакомпанія «Міжнародні авіалінії України» (МАУ) була заснована в 1992 році. МАУ є 100% приватною авіакомпанією, що з'єднує Україну з понад 50 столицями та ...",6
ULS Airlines Cargo,https://linkedin.com/company/uls-airlines-cargo,ULS AIRLINES CARGO. Airlines and Aviation. ULS Airlines cargo offer bespoke global cargo solution on charter and wetlease base.,4
Ultimate Jet,https://linkedin.com/company/ultimate-jet-vacations,Ultimate Jet Vacations | 21076 followers on LinkedIn. Enhancing the Experience of Booking Travel | Planning and managing a 5-Star vacation from scratch ...,8
UmzaXpress,https://linkedin.com/company/umza-air,"Umza Aviation Services Limited is a Nigerian Airline airline focused on customer-centric travel, exceptional service and comfortable flying experience.",2
UND Aerospace,https://linkedin.com/company/und-aerospace,"UND Aerospace is a world-renowned center for aerospace learning, nationally acclaimed for our achievements in collegiate aviation education.",154
UNI Air,https://linkedin.com/company/uniair-cargo,"PT. Uniair Indotama Cargo (UNIAIR CARGO). Transportation, Logistics, Supply Chain and Storage. Jakarta Utara, DKI Jakarta 1,808 followers.",14
Uni-Fly,https://linkedin.com/company/uni-fly,UNI-FLY is a Helicopter Operator specializing in Offshore Windfarm Hoist Operations with a proven track record since 2002. We believe in being an active ...,4
Uni-Fly Heliworx,https://linkedin.com/company/uni-fly,UNI-FLY is a Helicopter Operator specializing in Offshore Windfarm Hoist Operations with a proven track record since 2002.,2
Unicair,https://linkedin.com/company/unicair,"UNICAIR GmbH was formed in 2021, following the merger of the two leading air ambulance operators, Air Alliance Medflight and Jetcall.",16
Union Aviation,https://linkedin.com/company/union-aviation,"Union Aviation is an aviation operator based in Riga (Latvia), formed by a group of European companies, specializing in management, operations and aviation ...",10
United Airlines,https://linkedin.com/company/united-airlines,United Airlines | 1088917 followers on LinkedIn. Good Leads The Way. | This is the story of airline that leads the industry from ground to clouds.,1491
United Arab Emirates - Air Force,https://linkedin.com/company/uae-armed-forces,"Website: http://www.uaeinteract.com/news/default.asp?ID=6. External link for UAE Armed Forces. Industry: Armed Forces. Company size: 5,001-10,000 employees.",61
United Aviate Academy,https://linkedin.com/company/united-aviate-academy,"United Aviate Academy is a company based out of 1658 S Litchfield Rd #104, Goodyear, Arizona, United States. Website: http://unitedaviate.",50
United Eagle,https://linkedin.com/company/united-eagle-ltd,We offer the ultimate blend of the efficiency of an exclusive air charter service with the comfort and extravagance of luxury travel. United Eagle LTD ...,2
United Kingdom - Air Ambulance,https://linkedin.com/company/the-air-ambulance-service,"The Air Ambulance Service operates the national Children's Air Ambulance and the local air ambulance services for Warwickshire, Northamptonshire, Derbyshire, ...",50
United Kingdom - Army Air Corps,https://linkedin.com/company/british-army,"Website: http://www.apply.army.mod.uk. External link for British Army ; Industry: Armed Forces ; Company size: 10,001+ employees ; Headquarters: Andover, Hampshire.",151
United Kingdom - Coast Guard,https://linkedin.com/company/maritime-and-coastguard-agency,We provide a 24-hour maritime search and rescue service around the UK coast and in the international search and rescue region through HM Coastguard.,3
United Kingdom - National Police Air Service,https://linkedin.com/company/national-police-air-service,"We're in the air 24/7, supporting police forces across England and Wales. From 15 bases, our helicopters and planes help keep communities safe.",5
United Kingdom - Royal Air Force,https://linkedin.com/company/royal-air-force,"Today's RAF is the UK's aerial, peacekeeping and fighting force. It's made up of full-time Regulars and spare-time Reserves who come from diverse backgrounds.",387
United Kingdom - Royal Air Force Air Transport,https://linkedin.com/company/royal-air-force,"Today's RAF is the UK's aerial, peacekeeping and fighting force. It's made up of full-time Regulars and spare-time Reserves who come from diverse ...",58
United Kingdom - Royal Navy,https://linkedin.com/company/royalnavy,"The Royal Navy is made up of five arms. The might of ships in the Surface Fleet, the aerial strength that is the Fleet Air Arm, the covert Submarine Service.",107
United Kingdom - UK Royal/VIP Flights,https://linkedin.com/company/luxaviationuk,"We offer a comprehensive suite of services, including private jet charters, aircraft management, completions consulting, and concierge services. At Luxaviation ...",3
United Nations,https://linkedin.com/company/united-nations,The United Nations is an international organization made up of 193 Member States committed to maintaining international peace and security.,40
United Nigeria Airlines,https://linkedin.com/company/united-nigeria-airlines-company-limited,United Nigeria Airlines offers commercial air transportation services with a special focus on providing a rewarding flight experience and exceptional customer ...,4
United States - California Department of Forestry,https://linkedin.com/company/calfirecareers,The California Department of Forestry and Fire Protection (CAL FIRE) is California's fire department and resource management agency.,75
United States - Coast Guard,https://linkedin.com/company/uscoastguard,"The mission of the U.S. Coast Guard is to protect the public, the environment, and U.S. economic interests — along the coast and our coastal borders ...",231
United States - Department of Justice,https://linkedin.com/company/usdoj,"The mission of the Department of Justice (DOJ) is to uphold the rule of law, to keep our country safe, and to protect civil rights.",6
United States - Department of State,https://linkedin.com/company/doscareers,"The US Department of State manages America's relationships with foreign governments, international organizations, and the people of other countries.",16
United States - Florida Forest Service,https://linkedin.com/company/florida-forest-service,The Mission of the Florida Forest Service is to protect Florida and its people from the dangers of wildland fire and manage the forest resources.,38
United States - Maryland State Police,https://linkedin.com/company/maryland-state-police,The Maryland State Police has served the citizens of Maryland since its inception in 1921. Our Troopers are among the finest law enforcement officers in the ...,11
United States - NASA,https://linkedin.com/company/nasa,"We are passionate professionals united by a common purpose: to pioneer the future in space exploration, scientific discovery and aeronautics research.",59
United States - North Carolina Forest Service,https://linkedin.com/company/north-carolina-forestry-association,"The NCFA Ensures Healthy, Productive, and Sustainable Forests. Website: http://www.ncforestry.org.",23
United States - South Carolina Aeronautics Comm.,https://linkedin.com/company/south-carolina-aeronautics-commission,Our Mission: Fostering air commerce and economic development by overseeing the safety and development of the state's public use airports.,3
United States - Tennessee Valley Authority,https://linkedin.com/company/tva,"For more than nine decades, the Tennessee Valley Authority has provided affordable electricity, environmental stewardship and economic development opportunities",2
United States - US Department of Interior,https://linkedin.com/company/department-of-the-interior,"DOI is a workforce of over 70,000 strong serving across 11 Bureaus/Offices and over 2,400 operating locations to fulfill one mission.",39
United States - US Forest Service,https://linkedin.com/company/usda-forest-service,The United States Forest Service is an agency of the United States Department of Agriculture that administers the nation's 154 national forests and 20 national ...,21
United States - US Immigration and Customs Enforcement,https://linkedin.com/company/u-s-immigration-and-customs-enforcement-ice,Official | ICE protects America through criminal investigations and by enforcing immigration law to preserve national security and public safety.,229
Universal Air,https://linkedin.com/company/universal-air-and-gas-products-corporation,"Since 1962, Universal Air & Gas Products Corp. (aka Universal Air Precipitator or UAPC) has specialized in air or gas compression, filtration, precipitation ...",4
University of Central Missouri Aviation,https://linkedin.com/company/ucm-sotgrad,The School of Technology Graduate Programs at the University of Central Missouri provides broad multi-disciplinary career preparation opportunities with ...,19
University of Oklahoma School of Aviation,https://linkedin.com/company/nordam,المواقع الجغرافية · 6910 N. Whirlpool Dr. Tulsa، OK 74117، US · 6911 N. Whirlpool Dr. Tulsa، OK 74117، US · 7018 N. Lakewood. Tulsa، OK 74117، US.,33
Uniworld Air Cargo,https://linkedin.com/company/uniworld-air-cargo/,"Te conectamos con 9 países de Latinoamérica, Cubrimos los diferentes eslabones de la cadena de suministro, carga pesada, refrigerada, convencional, ...",4
UPS,https://linkedin.com/company/ups,"As a transportation and logistics leader, we are proud to offer innovative solutions to our customers—both big and small. We also support the communities we ...",286
UR Airlines,https://linkedin.com/company/ur-airlines,"A private Iraqi national carrier established on 2018 in accordance with Iraqi law holds the certificate of Air Operation Certificate (AOC) , began its first ...",5
Ural Airlines,https://linkedin.com/company/ural-airlines,Авиакомпания «Уральские авиалинии» занимает 5 место среди ведущих российских авиакомпаний по объему перевозок по итогам января 2014 года. За 2013 год услугами ...,52
Urumqi Air,https://linkedin.com/company/u-fly-alliance,"Launched in January 2016, The U-FLY Alliance is the world's first alliance of Low Cost Carriers (LCCs). The five founding members of the U-FLY Alliance ...",16
US-Bangla Airlines,https://linkedin.com/company/usbair/,"US-Bangla Airlines will operate on the domestic routes with daily flights to/from Dhaka, Chittagong, Cox's Bazar, Sylhet and Jessore.",20
USA Jet Airlines,https://linkedin.com/company/usa-jet-airlines,"USA Jet Airlines is an American air carrier with its headquarters on the grounds of Willow Run Airport and in Van Buren Township, Michigan. USA Jet operates ...",18
USC,https://linkedin.com/company/uscitservices,"Bringing together a team of diverse and talented professionals, we provide the central IT services that support USC's schools, hospitals, research centers, and ...",2
Utair,https://linkedin.com/company/utair-aviation-utar-,Utair Group is the Russian major aviation group with over 50 years of history operating on 4 continents. Utair Group includes companies which engage in aircraft ...,64
UVT Aero,https://linkedin.com/company/uvtus,"Unmanned Vehicle Technologies (UVT) is North America's leading drone and robotics integrator, delivering enterprise and public safety organizations with ...",8
Uzbekistan Airways,https://linkedin.com/company/uzairways-live,"Uzbekistan Airways is the national airline of the Republic of Uzbekistan, founded in 1992. The airline operates regular flights to more than 60 destinations.",48
Valair,https://linkedin.com/company/valair-private-jets,Valair is an aviation company focused on transporting executives and managing aircrafts. We consider executive aviation to be more than just flying.,6
VallJet,https://linkedin.com/company/valljet,"VallJet, compagnie aérienne française basée à Paris-Le Bourget met à votre service 30 avions d'affaires pour 4 à 49 passagers : EMB145, Legacy, ...",20
ValueJet,https://linkedin.com/company/valuejet,ValueJet was founded as an airline in 2018. Our vision is to be a global airline connecting people and places using modern air travel.,3
Van Air Europe,https://linkedin.com/company/van-air-europe-a-s-,Van Air operates regular cargo and passenger flights on the European mainland using robust L410 turboprop Aircraft. Website: http://www.vanair.aero. External ...,1
Varesh Airlines,https://linkedin.com/company/varesh-airlines,Varesh Airlines is an Iranian scheduled carrier serving the Mazandaran Province. The airline operates regular services to international and domestic ...,8
Vasco,https://linkedin.com/company/vasco-translator,"We design, manufacture and sell mobile translation devices. We want to get the language-related challenges out of your way.",4
Venezolana,https://linkedin.com/company/revista-venezolana,Somos una propuesta fresca y diferente para mantener informada de todos los acontecimientos relevantes a las comunidades venezolana y latinas de Europa.,4
Ventura,https://linkedin.com/company/cityofventura,The City of Ventura is a coastal community officially named San Buenaventura that was founded in 1782 with the establishment of Mission San Buenaventura.,20
Venture Aviation Group,https://linkedin.com/company/venture-aviation-group-llc,"We specialize in Executive Charters and Priority Air Cargo, as well as complete Turnkey Aircraft Management/ Maintenance and Aircraft Sales.",10
Venture West Aviation,https://linkedin.com/company/venturewestaviation,Our comprehensive program takes students from zero experience to airline-ready in just 11 months. We offer a full spectrum of FAA certifications.,15
VeriJet,https://linkedin.com/company/verijet,"Verijet is the culmination of a decade's long journey to increase the effective speed of door to door travel, reduce carbon and noise footprint and open ...",10
Veterans Airlift Command,https://linkedin.com/company/veterans-airlift-command,A non profit organization that coordinates air flights for wounded veterans through a network of private pilots all across the United States.,1
Via Air,https://linkedin.com/company/via-air,"VIA AIR is today a fully integrated airline and aviation service supplier. We provide cargo, passenger and specialized airlift solutions.",6
Victory Air,https://linkedin.com/company/victory-air-and-equipment-llc,"Provider of abrasives, rental equipment, blasting equipment and accessories and replacement parts used in surface preparation and industrial painting.",10
Vieques Air Link,https://linkedin.com/company/pro-pilot,"Similar pages. VIEQUES AIR LINK INC. Mattaponi, Virginia. Pro-Pilot Playbook. Airlines and Aviation. Bahamas Air Holding Ltd. Airlines and Aviation. Fort ...",13
VietJet Air,https://linkedin.com/company/vietjetair,"VietJetAir – a dynamic, innovative airline – has quickly won passengers' hearts to become the most favorite airline in Vietnam and in the region.",107
Vietnam Airlines,https://linkedin.com/company/vietnamairlines,"Vietnam Airlines operates to 21 cities throughout the country and 28 international destinations in Asia, Europe, and Australia. Its network extends to 26 ...",92
Vietravel Airlines,https://linkedin.com/company/vietravel-airlines-cargo,"Vietravel Airlines Cargo. Airlines and Aviation. A member company of Vietravel Airlines, specializing in the transportation of cargoes by airlines.",2
Virgin Atlantic,https://linkedin.com/company/virgin-atlantic-airways,"We've become Britain's second largest carrier, with non-stop transatlantic routes including New York, Orlando, the Caribbean, Delhi and Johannesburg.",45
Virgin Australia,https://linkedin.com/company/virgin-australia,"We're on a mission to make flying better than 'nice'. Because why should you settle for a 'nice' flight, when you can have a wonderful one?",106
